CoarseDependency	DH_Weight	DependentPOS	DistanceWeight	FileName	HeadPOS	Language	Language_
nsubj	-5.49055	any	-0.93495	6889843	any	Old_French_2.8	Old_French
obj	10.01491	any	-1.50228	5434689	any	Akkadian_2.8	Akkadian
nsubj	4.385	any	0.60186	5434689	any	Akkadian_2.8	Akkadian
obj	-9.97174	any	-0.65797	2780158	any	Greek_2.8	Greek
nsubj	5.81605	any	1.34269	2780158	any	Greek_2.8	Greek
obj	-9.9494	any	0.3274	9765431	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	-5.88723	any	-1.63918	9765431	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	9.93742	any	1.71231	9828079	any	Basque_2.8	Basque
nsubj	5.9239	any	-1.60257	9828079	any	Basque_2.8	Basque
obj	-10.05472	any	-1.36096	5344283	any	Bulgarian_2.8	Bulgarian
nsubj	6.06279	any	1.5024	5344283	any	Bulgarian_2.8	Bulgarian
obj	-10.00735	any	0.45613	5098017	any	Armenian_2.8	Armenian
nsubj	1.48875	any	-0.28982	5098017	any	Armenian_2.8	Armenian
obj	-9.96259	any	1.49727	224686	any	Finnish_2.8	Finnish
nsubj	5.58186	any	0.72359	224686	any	Finnish_2.8	Finnish
obj	-10.04789	any	0.59236	6564625	any	Dutch_2.8	Dutch
nsubj	6.48851	any	1.06351	6564625	any	Dutch_2.8	Dutch
obj	9.98839	any	-0.042	5275452	any	Italian_2.8	Italian
nsubj	-5.82534	any	2.00759	5275452	any	Italian_2.8	Italian
obj	9.99299	any	0.68999	9926636	any	Spanish_2.8	Spanish
nsubj	-1.43728	any	0.09652	9926636	any	Spanish_2.8	Spanish
obj	-9.99997	any	0.65361	3056889	any	Korean_2.8	Korean
nsubj	-4.9383	any	1.38301	3056889	any	Korean_2.8	Korean
obj	-10.0008	any	0.08966	4757221	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-0.08726	any	-0.02272	4757221	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	-9.99641	any	0.62087	5236934	any	Afrikaans_2.8	Afrikaans
nsubj	2.10758	any	-0.17368	5236934	any	Afrikaans_2.8	Afrikaans
obj	9.96662	any	0.40821	7534595	any	Norwegian_2.8	Norwegian
nsubj	-6.04229	any	0.75245	7534595	any	Norwegian_2.8	Norwegian
obj	9.99914	any	0.21853	5903911	any	North_Sami_2.8	North_Sami
nsubj	-3.65636	any	-1.06301	5903911	any	North_Sami_2.8	North_Sami
obj	-10.10587	any	-2.35451	6654491	any	Akkadian_2.8	Akkadian
nsubj	-4.37057	any	1.17336	6654491	any	Akkadian_2.8	Akkadian
obj	-9.99908	any	0.76762	8204516	any	Breton_2.8	Breton
nsubj	-1.93274	any	0.33311	8204516	any	Breton_2.8	Breton
obj	10.04544	any	-1.45029	9473759	any	Slovak_2.8	Slovak
nsubj	-5.25473	any	1.02388	9473759	any	Slovak_2.8	Slovak
obj	10.09681	any	1.94915	310918	any	Belarusian_2.8	Belarusian
nsubj	5.56472	any	-1.15733	310918	any	Belarusian_2.8	Belarusian
obj	-10.00946	any	0.17743	94586	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	0.71611	any	0.35435	94586	any	Ancient_Greek_2.8	Ancient_Greek
obj	-9.9889	any	-0.1812	6017398	any	Manx_2.8	Manx
nsubj	6.89281	any	-3.30112	6017398	any	Manx_2.8	Manx
obj	-10.00638	any	0.30139	6395835	any	Vietnamese_2.8	Vietnamese
nsubj	2.87407	any	-0.52736	6395835	any	Vietnamese_2.8	Vietnamese
obj	10.07306	any	-0.26693	9175218	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-5.68474	any	1.45093	9175218	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.03565	any	-0.21363	6383949	any	Chinese_2.8	Chinese
nsubj	5.86512	any	-0.16256	6383949	any	Chinese_2.8	Chinese
obj	10.0051	any	0.20904	2990543	any	Swedish_2.8	Swedish
nsubj	-2.39952	any	-0.89227	2990543	any	Swedish_2.8	Swedish
obj	-9.9795	any	-0.56278	1430176	any	Belarusian_2.8	Belarusian
nsubj	5.16337	any	0.76956	1430176	any	Belarusian_2.8	Belarusian
obj	-10.09871	any	-1.10825	9712173	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	5.02849	any	2.47074	9712173	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.05697	any	-1.36764	8584480	any	Ukrainian_2.8	Ukrainian
nsubj	5.0375	any	-0.4633	8584480	any	Ukrainian_2.8	Ukrainian
obj	-10.01924	any	1.4291	371468	any	Lithuanian_2.8	Lithuanian
nsubj	5.23013	any	1.41663	371468	any	Lithuanian_2.8	Lithuanian
obj	9.99195	any	0.79302	5026277	any	Buryat_2.8	Buryat
nsubj	-5.47517	any	1.34478	5026277	any	Buryat_2.8	Buryat
obj	10.01784	any	-0.54937	6365386	any	French_2.8	French
nsubj	-5.7823	any	0.93142	6365386	any	French_2.8	French
obj	-10.0004	any	0.75069	3200435	any	Breton_2.8	Breton
nsubj	-1.59726	any	0.40919	3200435	any	Breton_2.8	Breton
obj	-10.00343	any	-0.19404	1886133	any	Ukrainian_2.8	Ukrainian
nsubj	0.49642	any	-1.21217	1886133	any	Ukrainian_2.8	Ukrainian
obj	-10.09634	any	3.17458	7066912	any	Japanese_2.8	Japanese
nsubj	-4.89612	any	1.16584	7066912	any	Japanese_2.8	Japanese
obj	10.06584	any	2.07318	1182143	any	Cantonese_2.8	Cantonese
nsubj	4.75435	any	-1.07097	1182143	any	Cantonese_2.8	Cantonese
obj	10.00991	any	0.0786	6507977	any	Finnish_2.8	Finnish
nsubj	-2.28569	any	-0.45075	6507977	any	Finnish_2.8	Finnish
obj	10.00021	any	-0.09093	7629177	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	-2.41815	any	-0.7145	7629177	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	10.09783	any	-1.19268	7356561	any	Akkadian_2.8	Akkadian
nsubj	4.39545	any	1.52589	7356561	any	Akkadian_2.8	Akkadian
obj	-10.0194	any	-0.27028	4121709	any	Chinese_2.8	Chinese
nsubj	5.45419	any	-0.8992	4121709	any	Chinese_2.8	Chinese
obj	10.00733	any	-0.95294	3203714	any	North_Sami_2.8	North_Sami
nsubj	-6.7265	any	0.74615	3203714	any	North_Sami_2.8	North_Sami
obj	10.00047	any	-0.99801	3551081	any	Classical_Chinese_2.8	Classical_Chinese
nsubj	-2.75765	any	1.32893	3551081	any	Classical_Chinese_2.8	Classical_Chinese
obj	-10.00821	any	0.14691	5871629	any	Catalan_2.8	Catalan
nsubj	2.6247	any	0.12626	5871629	any	Catalan_2.8	Catalan
obj	9.99559	any	-0.09134	7027254	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	-6.35871	any	1.08042	7027254	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	-10.11212	any	-0.5046	4483134	any	English_2.8	English
nsubj	5.98503	any	-0.00235	4483134	any	English_2.8	English
obj	10.00789	any	-0.38629	805057	any	Polish_2.8	Polish
nsubj	0.54336	any	-0.34026	805057	any	Polish_2.8	Polish
obj	-9.89076	any	1.93755	4639588	any	English_2.8	English
nsubj	-4.91053	any	-1.52152	4639588	any	English_2.8	English
obj	-10.04706	any	1.09331	214283	any	Belarusian_2.8	Belarusian
nsubj	-5.93245	any	-1.4753	214283	any	Belarusian_2.8	Belarusian
obj	10.00313	any	-0.26918	5861537	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-1.33102	any	-0.06663	5861537	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	9.96512	any	0.92634	1095506	any	Lithuanian_2.8	Lithuanian
nsubj	3.93633	any	-1.53829	1095506	any	Lithuanian_2.8	Lithuanian
obj	10.00537	any	0.06229	5950909	any	Romanian_2.8	Romanian
nsubj	-0.70013	any	-0.28336	5950909	any	Romanian_2.8	Romanian
obj	-10.01009	any	-1.06317	8978709	any	Wolof_2.8	Wolof
nsubj	1.75818	any	-1.69473	8978709	any	Wolof_2.8	Wolof
obj	-9.97427	any	0.52522	1762620	any	Uyghur_2.8	Uyghur
nsubj	5.9601	any	0.87429	1762620	any	Uyghur_2.8	Uyghur
obj	-10.00649	any	-0.3217	3576718	any	Slovenian_2.8	Slovenian
nsubj	4.58097	any	1.35152	3576718	any	Slovenian_2.8	Slovenian
obj	-9.98454	any	-1.94477	5096926	any	Welsh_2.8	Welsh
nsubj	5.15802	any	1.18882	5096926	any	Welsh_2.8	Welsh
obj	10.0026	any	0.22186	1603755	any	Vietnamese_2.8	Vietnamese
nsubj	-3.1607	any	-0.51846	1603755	any	Vietnamese_2.8	Vietnamese
obj	-10.10055	any	1.16728	2737951	any	Korean_2.8	Korean
nsubj	-6.00309	any	-0.77933	2737951	any	Korean_2.8	Korean
obj	-9.99973	any	0.44286	3702829	any	Hebrew_2.8	Hebrew
nsubj	2.44958	any	-0.4393	3702829	any	Hebrew_2.8	Hebrew
obj	10.01633	any	0.5137	8006450	any	Bambara_2.8	Bambara
nsubj	6.23384	any	-3.04779	8006450	any	Bambara_2.8	Bambara
obj	-10.07608	any	1.67539	1726505	any	Arabic_2.8	Arabic
nsubj	5.50979	any	1.56758	1726505	any	Arabic_2.8	Arabic
obj	9.99138	any	-0.39691	7691583	any	Kiche_2.8	Kiche
nsubj	2.86367	any	0.81327	7691583	any	Kiche_2.8	Kiche
obj	-9.97782	any	-0.1147	8188445	any	Czech_2.8	Czech
nsubj	5.70565	any	0.36236	8188445	any	Czech_2.8	Czech
obj	-9.99755	any	0.09918	7430165	any	Sanskrit_2.8	Sanskrit
nsubj	6.07344	any	1.81061	7430165	any	Sanskrit_2.8	Sanskrit
obj	10.00196	any	-0.20758	752637	any	Icelandic_2.8	Icelandic
nsubj	-0.66187	any	-1.78788	752637	any	Icelandic_2.8	Icelandic
obj	10.07575	any	0.24203	2203557	any	Manx_2.8	Manx
nsubj	-6.43419	any	-4.8018	2203557	any	Manx_2.8	Manx
obj	-9.99783	any	-0.42736	1188961	any	Akkadian_2.8	Akkadian
nsubj	-0.12924	any	-0.35088	1188961	any	Akkadian_2.8	Akkadian
obj	-10.00315	any	0.73339	2859573	any	Italian_2.8	Italian
nsubj	0.67009	any	0.15944	2859573	any	Italian_2.8	Italian
obj	-9.9902	any	-0.1083	8578907	any	Komi_Zyrian_2.8	Komi_Zyrian
nsubj	-5.48326	any	-1.11873	8578907	any	Komi_Zyrian_2.8	Komi_Zyrian
obj	-9.97028	any	2.7161	5843222	any	Hindi_2.8	Hindi
nsubj	4.30827	any	-1.13786	5843222	any	Hindi_2.8	Hindi
obj	10.02676	any	4.09027	5614270	any	Persian_2.8	Persian
nsubj	4.51497	any	0.60689	5614270	any	Persian_2.8	Persian
obj	10.04909	any	1.04917	9679391	any	Vietnamese_2.8	Vietnamese
nsubj	-6.30168	any	-0.18402	9679391	any	Vietnamese_2.8	Vietnamese
obj	-9.98103	any	1.79818	7299470	any	French_2.8	French
nsubj	5.73953	any	0.77781	7299470	any	French_2.8	French
obj	10.06809	any	0.92532	1309065	any	Amharic_2.8	Amharic
nsubj	-6.87424	any	-1.12855	1309065	any	Amharic_2.8	Amharic
obj	-9.90753	any	-0.00873	7812293	any	Afrikaans_2.8	Afrikaans
nsubj	6.02809	any	1.50073	7812293	any	Afrikaans_2.8	Afrikaans
obj	9.99447	any	-0.13771	2293408	any	Russian_2.8	Russian
nsubj	0.11613	any	-0.79454	2293408	any	Russian_2.8	Russian
obj	10.05817	any	-2.80222	3182690	any	Wolof_2.8	Wolof
nsubj	-4.63377	any	-1.45714	3182690	any	Wolof_2.8	Wolof
obj	10.00199	any	0.44454	9267225	any	Armenian_2.8	Armenian
nsubj	-1.39914	any	-0.35201	9267225	any	Armenian_2.8	Armenian
obj	10.03376	any	-2.53502	6148883	any	Irish_2.8	Irish
nsubj	-5.44961	any	-0.39354	6148883	any	Irish_2.8	Irish
obj	10.00195	any	-0.29225	5739788	any	Catalan_2.8	Catalan
nsubj	-5.85524	any	1.9122	5739788	any	Catalan_2.8	Catalan
obj	10.09079	any	0.5468	4677920	any	Latin_2.8	Latin
nsubj	5.62856	any	-0.20755	4677920	any	Latin_2.8	Latin
obj	9.96718	any	0.70339	4882419	any	Thai_2.8	Thai
nsubj	5.15391	any	-1.12512	4882419	any	Thai_2.8	Thai
obj	9.98242	any	-1.84017	5369226	any	Croatian_2.8	Croatian
nsubj	-5.81326	any	0.71871	5369226	any	Croatian_2.8	Croatian
obj	-10.05809	any	0.04409	2410847	any	Old_French_2.8	Old_French
nsubj	4.05677	any	0.18486	2410847	any	Old_French_2.8	Old_French
obj	-9.99923	any	-0.72838	2890120	any	Afrikaans_2.8	Afrikaans
nsubj	6.01992	any	2.64572	2890120	any	Afrikaans_2.8	Afrikaans
obj	-10.0145	any	-1.77957	4976572	any	Faroese_2.8	Faroese
nsubj	6.31553	any	0.52555	4976572	any	Faroese_2.8	Faroese
obj	-10.00384	any	-0.04037	3508519	any	Uyghur_2.8	Uyghur
nsubj	2.93588	any	-0.44486	3508519	any	Uyghur_2.8	Uyghur
obj	9.99652	any	0.65154	7139766	any	Italian_2.8	Italian
nsubj	-1.10988	any	0.35221	7139766	any	Italian_2.8	Italian
obj	10.04557	any	-2.36272	3397529	any	Scottish_Gaelic_2.8	Scottish_Gaelic
nsubj	-5.20071	any	-0.29412	3397529	any	Scottish_Gaelic_2.8	Scottish_Gaelic
obj	-10.08681	any	4.12375	6369229	any	Hindi_2.8	Hindi
nsubj	-5.52249	any	0.10405	6369229	any	Hindi_2.8	Hindi
obj	-9.97958	any	1.69691	6189114	any	French_2.8	French
nsubj	4.69108	any	-0.66702	6189114	any	French_2.8	French
obj	-9.96076	any	1.07415	7568050	any	Arabic_2.8	Arabic
nsubj	4.36189	any	0.46233	7568050	any	Arabic_2.8	Arabic
obj	10.01055	any	0.74007	3872776	any	Spanish_2.8	Spanish
nsubj	-2.19958	any	-0.07816	3872776	any	Spanish_2.8	Spanish
obj	10.03622	any	-1.30065	8281922	any	Akkadian_2.8	Akkadian
nsubj	-1.92834	any	-1.21617	8281922	any	Akkadian_2.8	Akkadian
obj	10.00213	any	-0.71936	2269406	any	Akkadian_2.8	Akkadian
nsubj	0.74929	any	-0.32538	2269406	any	Akkadian_2.8	Akkadian
obj	-10.07362	any	0.02966	4155509	any	Gothic_2.8	Gothic
nsubj	-5.49308	any	0.72441	4155509	any	Gothic_2.8	Gothic
obj	-10.027	any	-0.28877	6315576	any	Buryat_2.8	Buryat
nsubj	-5.39793	any	2.22333	6315576	any	Buryat_2.8	Buryat
obj	-9.97425	any	1.07061	8846969	any	Kazakh_2.8	Kazakh
nsubj	-6.27785	any	-1.63748	8846969	any	Kazakh_2.8	Kazakh
obj	-9.9606	any	-0.32578	6865878	any	Breton_2.8	Breton
nsubj	5.69734	any	0.7964	6865878	any	Breton_2.8	Breton
obj	9.97357	any	-2.17511	6643298	any	Wolof_2.8	Wolof
nsubj	-3.3882	any	-0.88065	6643298	any	Wolof_2.8	Wolof
obj	10.02651	any	-1.28457	7064037	any	Latvian_2.8	Latvian
nsubj	-6.07657	any	0.03006	7064037	any	Latvian_2.8	Latvian
obj	9.961	any	0.4627	6007929	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	5.35106	any	-1.05675	6007929	any	Ancient_Greek_2.8	Ancient_Greek
obj	-10.00201	any	0.84781	3473211	any	Japanese_2.8	Japanese
nsubj	-0.80128	any	1.13951	3473211	any	Japanese_2.8	Japanese
obj	10.01253	any	-1.03026	356556	any	Indonesian_2.8	Indonesian
nsubj	-6.09815	any	0.05691	356556	any	Indonesian_2.8	Indonesian
obj	-9.99578	any	0.82496	665312	any	Persian_2.8	Persian
nsubj	0.55664	any	-0.31263	665312	any	Persian_2.8	Persian
obj	-9.99804	any	0.54388	6006751	any	Upper_Sorbian_2.8	Upper_Sorbian
nsubj	3.17315	any	0.3666	6006751	any	Upper_Sorbian_2.8	Upper_Sorbian
obj	-9.9988	any	2.13678	317978	any	Hebrew_2.8	Hebrew
nsubj	-6.00603	any	-1.65731	317978	any	Hebrew_2.8	Hebrew
obj	-9.97525	any	-2.6377	8969364	any	Wolof_2.8	Wolof
nsubj	-5.91353	any	-6.83212	8969364	any	Wolof_2.8	Wolof
obj	-10.04006	any	0.68101	1172190	any	Spanish_2.8	Spanish
nsubj	5.57368	any	-0.01113	1172190	any	Spanish_2.8	Spanish
obj	-10.00604	any	1.97257	4878030	any	Dutch_2.8	Dutch
nsubj	-6.12693	any	-0.36268	4878030	any	Dutch_2.8	Dutch
obj	10.00473	any	0.81226	8772814	any	Amharic_2.8	Amharic
nsubj	-3.61728	any	-1.46181	8772814	any	Amharic_2.8	Amharic
obj	-10.00457	any	0.15207	8802405	any	Slovak_2.8	Slovak
nsubj	0.13111	any	-0.90162	8802405	any	Slovak_2.8	Slovak
obj	10.01043	any	1.09947	9260655	any	Danish_2.8	Danish
nsubj	-2.37428	any	-1.27281	9260655	any	Danish_2.8	Danish
obj	9.99947	any	0.4161	7258124	any	Portuguese_2.8	Portuguese
nsubj	-2.62477	any	-0.22503	7258124	any	Portuguese_2.8	Portuguese
obj	-10.00151	any	-0.45442	2617601	any	Welsh_2.8	Welsh
nsubj	1.92218	any	-0.73687	2617601	any	Welsh_2.8	Welsh
obj	10.00204	any	-0.01154	1430229	any	Uyghur_2.8	Uyghur
nsubj	-2.42345	any	-0.58695	1430229	any	Uyghur_2.8	Uyghur
obj	-10.01501	any	0.44974	7359055	any	Norwegian_2.8	Norwegian
nsubj	6.04899	any	0.25313	7359055	any	Norwegian_2.8	Norwegian
obj	-10.01622	any	-0.43225	717451	any	Manx_2.8	Manx
nsubj	6.54098	any	-2.90363	717451	any	Manx_2.8	Manx
obj	10.03644	any	0.27415	5114413	any	Erzya_2.8	Erzya
nsubj	5.91578	any	-2.16676	5114413	any	Erzya_2.8	Erzya
obj	9.95456	any	-0.24656	1025548	any	Coptic_2.8	Coptic
nsubj	6.58143	any	-3.37598	1025548	any	Coptic_2.8	Coptic
obj	9.99725	any	0.72027	9544870	any	Persian_2.8	Persian
nsubj	-5.55758	any	0.59193	9544870	any	Persian_2.8	Persian
obj	-10.01743	any	0.36793	1952056	any	North_Sami_2.8	North_Sami
nsubj	6.53027	any	2.30007	1952056	any	North_Sami_2.8	North_Sami
obj	10.03108	any	1.31464	9536806	any	Japanese_2.8	Japanese
nsubj	4.8283	any	0.92705	9536806	any	Japanese_2.8	Japanese
obj	-10.00339	any	-0.34304	5946478	any	Polish_2.8	Polish
nsubj	0.55388	any	-0.25092	5946478	any	Polish_2.8	Polish
obj	10.04788	any	2.48246	3951983	any	Persian_2.8	Persian
nsubj	5.28382	any	-0.21671	3951983	any	Persian_2.8	Persian
obj	10.00476	any	-0.1456	8097499	any	Polish_2.8	Polish
nsubj	-1.86809	any	-0.44647	8097499	any	Polish_2.8	Polish
obj	9.98712	any	-1.8798	9078929	any	Gothic_2.8	Gothic
nsubj	5.78334	any	0.9516	9078929	any	Gothic_2.8	Gothic
obj	9.99785	any	0.18124	7373668	any	Ancient_Greek_2.8	Ancient_Greek
nsubj	-0.63644	any	0.33847	7373668	any	Ancient_Greek_2.8	Ancient_Greek
obj	-10.00333	any	-0.40826	6528020	any	Welsh_2.8	Welsh
nsubj	-0.59998	any	-1.00155	6528020	any	Welsh_2.8	Welsh
obj	-10.00542	any	-1.34008	7938708	any	Russian_2.8	Russian
nsubj	5.97081	any	1.01427	7938708	any	Russian_2.8	Russian
obj	-10.00586	any	-1.06516	2550482	any	Bambara_2.8	Bambara
nsubj	1.1823	any	-1.99966	2550482	any	Bambara_2.8	Bambara
obj	-10.04649	any	1.12269	8350229	any	Polish_2.8	Polish
nsubj	-6.07319	any	0.06888	8350229	any	Polish_2.8	Polish
obj	-9.96531	any	0.25005	9320188	any	Norwegian_2.8	Norwegian
nsubj	5.93732	any	0.89641	9320188	any	Norwegian_2.8	Norwegian
obj	-10.00415	any	1.27109	1017164	any	Russian_2.8	Russian
nsubj	-5.9832	any	-1.50178	1017164	any	Russian_2.8	Russian
obj	-10.00165	any	-0.10772	8046776	any	Latvian_2.8	Latvian
nsubj	2.59894	any	-0.87481	8046776	any	Latvian_2.8	Latvian
obj	10.02875	any	0.26202	3436645	any	Swedish_2.8	Swedish
nsubj	-5.51796	any	-0.91217	3436645	any	Swedish_2.8	Swedish
obj	-10.00292	any	0.48898	6035065	any	Portuguese_2.8	Portuguese
nsubj	2.58253	any	-0.39284	6035065	any	Portuguese_2.8	Portuguese
obj	9.98063	any	0.80734	8774055	any	Buryat_2.8	Buryat
nsubj	-6.01672	any	1.31109	8774055	any	Buryat_2.8	Buryat
obj	10.01277	any	0.95108	173773	any	Estonian_2.8	Estonian
nsubj	5.39786	any	-0.44509	173773	any	Estonian_2.8	Estonian
obj	10.02751	any	0.40778	3809644	any	Buryat_2.8	Buryat
nsubj	-5.81917	any	1.05076	3809644	any	Buryat_2.8	Buryat
obj	10.00034	any	0.30065	5366859	any	Belarusian_2.8	Belarusian
nsubj	-0.75764	any	-0.98732	5366859	any	Belarusian_2.8	Belarusian
obj	-10.025	any	-0.01516	9440755	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
nsubj	5.40447	any	0.52051	9440755	any	Old_Church_Slavonic_2.8	Old_Church_Slavonic
obj	10.00031	any	-0.38192	2771946	any	Kiche_2.8	Kiche
nsubj	3.43706	any	1.26733	2771946	any	Kiche_2.8	Kiche
obj	-9.99952	any	0.2944	8909668	any	Lithuanian_2.8	Lithuanian
nsubj	1.4377	any	-0.48644	8909668	any	Lithuanian_2.8	Lithuanian
obj	9.97974	any	-0.61333	4590859	any	Naija_2.8	Naija
nsubj	-4.88214	any	-1.22253	4590859	any	Naija_2.8	Naija
obj	10.04562	any	-1.9284	3778698	any	Wolof_2.8	Wolof
nsubj	4.93165	any	-4.49341	3778698	any	Wolof_2.8	Wolof
obj	-10.0045	any	0.81734	6799194	any	Persian_2.8	Persian
nsubj	-0.24048	any	-0.52037	6799194	any	Persian_2.8	Persian
obj	9.99485	any	0.53954	4627333	any	Faroese_2.8	Faroese
nsubj	-5.49753	any	-1.4302	4627333	any	Faroese_2.8	Faroese
obj	-10.02156	any	-1.49112	9454593	any	Croatian_2.8	Croatian
nsubj	5.90815	any	0.722	9454593	any	Croatian_2.8	Croatian
obj	-9.98454	any	1.97046	8954518	any	Spanish_2.8	Spanish
nsubj	-3.89134	any	-0.25182	8954518	any	Spanish_2.8	Spanish
obj	-10.02108	any	2.71626	4831549	any	Urdu_2.8	Urdu
nsubj	4.83985	any	-0.08868	4831549	any	Urdu_2.8	Urdu
obj	-9.98655	any	0.34125	1688211	any	Cantonese_2.8	Cantonese
nsubj	5.47372	any	-2.33541	1688211	any	Cantonese_2.8	Cantonese
obj	-9.99979	any	4.27316	2796214	any	Hindi_2.8	Hindi
nsubj	5.64521	any	1.68474	2796214	any	Hindi_2.8	Hindi
obj	-10.00438	any	0.16689	4163006	any	Indonesian_2.8	Indonesian
nsubj	2.55526	any	-1.56235	4163006	any	Indonesian_2.8	Indonesian
obj	10.0444	any	0.67213	4734751	any	Norwegian_2.8	Norwegian
nsubj	-6.48745	any	-1.05497	4734751	any	Norwegian_2.8	Norwegian
obj	10.00985	any	-0.26382	7464108	any	Ukrainian_2.8	Ukrainian
nsubj	1.22868	any	-1.09868	7464108	any	Ukrainian_2.8	Ukrainian
obj	-10.02134	any	1.1584	2499735	any	Greek_2.8	Greek
nsubj	-6.26571	any	-1.30363	2499735	any	Greek_2.8	Greek
obj	-10.04254	any	1.73615	3606336	any	Czech_2.8	Czech
nsubj	-5.88908	any	-1.8833	3606336	any	Czech_2.8	Czech
obj	9.99896	any	-1.13823	6731228	any	Croatian_2.8	Croatian
nsubj	-6.18899	any	1.12396	6731228	any	Croatian_2.8	Croatian
obj	9.97903	any	0.17194	1871853	any	Kazakh_2.8	Kazakh
nsubj	-6.1369	any	1.31538	1871853	any	Kazakh_2.8	Kazakh
obj	-9.99901	any	-1.65809	5659026	any	Kurmanji_2.8	Kurmanji
nsubj	5.74945	any	-0.0307	5659026	any	Kurmanji_2.8	Kurmanji
obj	-9.98205	any	-0.12522	2968008	any	Portuguese_2.8	Portuguese
nsubj	6.14969	any	1.42783	2968008	any	Portuguese_2.8	Portuguese
obj	10.05191	any	-2.38491	7153137	any	Hungarian_2.8	Hungarian
nsubj	-6.20407	any	1.54225	7153137	any	Hungarian_2.8	Hungarian
obj	-10.01187	any	1.83003	9249430	any	Belarusian_2.8	Belarusian
nsubj	-6.09349	any	-1.17887	9249430	any	Belarusian_2.8	Belarusian
obj	-10.00357	any	0.4635	9544480	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-5.4928	any	-0.13742	9544480	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	-9.99009	any	-1.1394	8793849	any	Icelandic_2.8	Icelandic
nsubj	6.37148	any	1.11319	8793849	any	Icelandic_2.8	Icelandic
obj	-9.99775	any	-0.03402	2646330	any	Russian_2.8	Russian
nsubj	2.38437	any	-0.95111	2646330	any	Russian_2.8	Russian
obj	-9.99883	any	0.29809	3665469	any	Swedish_2.8	Swedish
nsubj	2.53867	any	-0.91871	3665469	any	Swedish_2.8	Swedish
obj	9.99067	any	0.8811	1712294	any	Spanish_2.8	Spanish
nsubj	-5.67254	any	1.61434	1712294	any	Spanish_2.8	Spanish
obj	10.02238	any	0.6043	2858944	any	Western_Armenian_2.8	Western_Armenian
nsubj	-4.64235	any	0.09274	2858944	any	Western_Armenian_2.8	Western_Armenian
obj	9.96887	any	-0.16285	874092	any	Portuguese_2.8	Portuguese
nsubj	-6.39898	any	1.81075	874092	any	Portuguese_2.8	Portuguese
obj	-9.9814	any	0.5224	7452291	any	Turkish_2.8	Turkish
nsubj	4.76168	any	0.3348	7452291	any	Turkish_2.8	Turkish
obj	10.01737	any	0.38235	3133866	any	North_Sami_2.8	North_Sami
nsubj	6.59222	any	-2.53115	3133866	any	North_Sami_2.8	North_Sami
obj	-10.0075	any	-0.64968	7116869	any	Naija_2.8	Naija
nsubj	6.02892	any	-0.54781	7116869	any	Naija_2.8	Naija
obj	-10.00218	any	0.11408	42950	any	Turkish_2.8	Turkish
nsubj	2.03785	any	-0.45725	42950	any	Turkish_2.8	Turkish
obj	-9.95146	any	-0.94256	1909768	any	English_2.8	English
nsubj	6.14375	any	1.27557	1909768	any	English_2.8	English
obj	-10.00507	any	0.26694	2582576	any	Uyghur_2.8	Uyghur
nsubj	0.99059	any	-0.39153	2582576	any	Uyghur_2.8	Uyghur
obj	10.00014	any	0.23727	5889457	any	Chinese_2.8	Chinese
nsubj	-2.93685	any	-0.4777	5889457	any	Chinese_2.8	Chinese
obj	9.98984	any	0.13196	9917148	any	Spanish_2.8	Spanish
nsubj	-5.70666	any	1.0786	9917148	any	Spanish_2.8	Spanish
obj	9.99981	any	0.19783	2556506	any	Hebrew_2.8	Hebrew
nsubj	-1.89946	any	-0.64848	2556506	any	Hebrew_2.8	Hebrew
obj	10.00136	any	-0.0815	6398593	any	Naija_2.8	Naija
nsubj	-1.63326	any	-1.85889	6398593	any	Naija_2.8	Naija
obj	-10.02776	any	0.50785	3989545	any	Old_East_Slavic_2.8	Old_East_Slavic
nsubj	-5.87521	any	-0.85812	3989545	any	Old_East_Slavic_2.8	Old_East_Slavic
obj	-10.03535	any	1.22291	3721341	any	Old_French_2.8	Old_French
nsubj	-5.51034	any	-1.23326	3721341	any	Old_French_2.8	Old_French
obj	-10.07041	any	-1.46796	4050369	any	Thai_2.8	Thai
nsubj	6.26427	any	1.52112	4050369	any	Thai_2.8	Thai
obj	-9.98677	any	0.86221	907043	any	Croatian_2.8	Croatian
nsubj	5.30424	any	-0.92827	907043	any	Croatian_2.8	Croatian
