AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	1990000	-1.6300492	0.07706777	obl	0.8115149	0.083527334	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	-1.346192	0.66937566	parataxis	1.4977174	0.7274425	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	0.022935022	1.006233	punct	-0.0074161	1.0289835	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	0.2970873	0.9437401	reparandum	0.004679712	0.9981421	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	0.36958504	0.90800303	vocative	0.39849624	0.9624588	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	-3.7303343	0.23975015	xcomp	-0.31310165	0.09413825	2864844	Thai_2.6	Thai	inferRealGrammars.py
10.0	1990000	-3.5939305	0.43298757	acl	0.46344376	0.52262825	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-0.37541813	0.13695382	advcl	1.4169154	0.11568077	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	0.4191133	0.07111654	advmod	-0.76993835	0.08765947	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	3.4349003	0.40535873	amod	-2.9188304	0.27810982	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-2.1944535	0.6290963	appos	1.0679551	0.69887227	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	5.0286117	0.42895922	aux	-2.0460212	0.12580575	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	4.513786	0.41930375	case	0.8517951	0.16968626	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	3.6957376	0.44116428	cc	3.36976	0.2786927	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-3.4150672	0.48666435	ccomp	1.2045814	0.55206704	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-0.48113087	0.13695297	compound	-2.559948	0.24023123	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-4.6308737	0.4213935	conj	2.975906	0.36014634	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	3.9832144	0.49022147	cop	-0.19175087	0.1823614	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	0.06573428	0.72175276	csubj	0.9991018	0.8024255	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-0.89690477	0.26373306	dep	0.75222033	0.2972273	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	4.259161	0.40856618	det	-1.2601124	0.19975758	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	2.4592578	0.2439179	discourse	2.0333192	0.16786878	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	3.3963842	0.468929	dislocated	1.622788	0.20868422	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	2.5439816	0.5368417	expl	0.21575965	0.42112243	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-3.1641843	0.5213949	fixed	-3.3988364	0.6451102	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-2.8620887	0.5005902	flat	-1.4890296	0.792163	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-0.670583	0.8527899	iobj	-0.43538338	0.8980834	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	4.5282774	0.43194976	mark	2.5436237	0.14851378	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	1.1609149	0.16447741	nmod	-1.6206918	0.2803434	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	4.60753	0.32511434	nsubj	-0.011651157	0.07764908	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	2.001977	0.4190331	nummod	-2.0634604	0.3994255	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-4.479156	0.27229238	obj	-4.0130916	0.3301676	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-1.5766096	0.12871705	obl	0.57160515	0.19140449	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-1.6392282	0.17861661	parataxis	2.5277605	0.26452312	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	0.009749279	1.0005814	punct	0.013573717	0.9805057	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	1.2214484	0.6285094	vocative	1.1662393	0.47431344	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-3.9007485	0.42945427	xcomp	-0.56264514	0.3232854	1224743	Naija_2.6	Naija	inferRealGrammars.py
10.0	1990000	-4.7252574	0.36177894	acl	-2.0888567	0.14401801	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-0.63450956	0.14793715	advcl	2.1710863	0.25014386	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.06671234	0.11948962	advmod	-0.09228906	0.10974395	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-0.6804483	0.85376567	amod	-0.0077108038	1.0161828	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-3.137896	0.52759385	appos	-0.26373544	0.3448283	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	1.1293706	0.09587391	aux	-1.69439	0.082486235	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	4.928895	0.43405578	case	-0.26696208	0.1990998	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	4.028567	0.40968648	cc	4.1810575	0.4935681	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-3.7345486	0.42683998	ccomp	2.2519212	0.3974329	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-1.5644599	0.25795662	compound	-2.841441	0.46329635	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-4.470057	0.42244813	conj	2.7934656	0.2811901	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.67539454	0.15844424	cop	-2.3495686	0.18236683	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	1.8140513	0.6316212	csubj	0.74222964	0.5732085	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-0.26445565	0.064446546	det	-2.1880348	0.13639913	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.9497487	0.7926284	discourse	1.5418953	0.82657564	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	3.2616794	0.3178947	dislocated	1.6971264	0.14078088	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.4409823	0.8502593	expl	-0.13139851	0.96840817	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-2.8156874	0.5452716	fixed	-1.4690256	0.8477309	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-3.8327289	0.45478946	flat	-3.4710264	0.49039912	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-1.1499038	0.28855702	iobj	1.0475664	0.29442093	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	4.605145	0.38943934	mark	2.8061264	0.24269688	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-3.905603	0.29740295	nmod	-2.4806736	0.15423147	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	5.115656	0.3669422	nsubj	-0.75392175	0.07830768	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.8122393	0.23706317	nummod	-3.4059215	0.56440383	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-0.75733525	0.08219286	obj	-0.5104042	0.07860242	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-1.2579832	0.08324798	obl	0.59929746	0.13933676	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-0.31768328	0.98562545	orphan	0.7587785	0.84464985	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-2.9724398	0.47845972	parataxis	2.509563	0.44757336	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	0.024951775	1.0292106	punct	0.028041476	1.0114055	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-3.977525	0.45261848	xcomp	1.0624285	0.2756151	2494071	Wolof_2.6	Wolof	inferRealGrammars.py
10.0	1990000	-5.0397034	0.3476294	acl	2.2938151	0.15867512	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-1.6830809	0.10493421	advcl	1.9738925	0.080668524	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	0.6964613	0.044021707	advmod	-0.1276942	0.08062432	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-1.2494029	0.03962769	amod	-2.9372485	0.095564224	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-5.100594	0.41079164	appos	1.0390036	0.08161575	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	3.7263005	0.141211	aux	-2.0391066	0.13390824	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	3.9011867	0.06310799	case	0.96237445	0.06379673	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	5.082531	0.26557973	cc	4.3123884	0.2732341	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-2.359301	0.16068217	ccomp	1.094127	0.19398107	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-4.114773	0.43738142	compound	-3.817742	0.4832396	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-5.7883677	0.38543463	conj	2.0780537	0.06991209	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	3.0028696	0.23197854	cop	-0.8436894	0.1252496	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-1.4561158	0.19780356	csubj	0.61503476	0.25459546	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-1.5397562	0.55494195	dep	1.437484	0.47506982	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	4.0297065	0.07652722	det	-2.0087016	0.074315175	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	2.3428512	0.47028592	expl	-1.0944172	0.32959235	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-5.3735986	0.39803696	fixed	-2.9687355	0.533786	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-5.7935452	0.38533854	flat	-2.9094899	0.18381675	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	0.104409024	0.16444907	iobj	-0.6672667	0.18317838	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	4.0493374	0.24718846	mark	1.6345772	0.05241117	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-2.64524	0.068285584	nmod	0.23867054	0.092242844	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	1.5554534	0.028500807	nsubj	0.6344113	0.037575953	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	1.5081148	0.09954753	nummod	-1.1656804	0.23136611	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-0.87367225	0.040018126	obj	-0.4533824	0.054044567	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-0.9106676	0.03955156	obl	0.9984312	0.066185534	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-0.648946	0.89700574	orphan	1.756264	0.87538475	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-0.1878322	0.25464883	parataxis	-0.22569549	0.3387672	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	0.017746955	1.0109519	punct	-0.0060735014	0.99172956	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1990000	-3.1468532	0.23532976	xcomp	0.42933127	0.15225478	5851556	Catalan_2.6	Catalan	inferRealGrammars.py
10.0	1910000	-5.089383	0.3073057	acl	1.4190227	0.19996768	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.40427712	0.08190733	advcl	1.9627101	0.15937974	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	1.2725476	0.044925764	advmod	-0.9985095	-0.0032986843	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	3.6929855	0.11407404	amod	-6.036338	0.0909374	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-4.338681	0.43929964	appos	0.4374383	0.32259676	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	2.5359082	0.044332206	aux	-0.52736515	-0.02462981	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	7.0796394	0.30360696	case	-0.8308037	0.09110275	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	6.08506	0.30216607	cc	4.285483	0.14629415	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-3.9140775	0.18639275	ccomp	1.5315913	0.18521383	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-6.5757504	0.35263786	conj	2.4171174	0.08121843	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	2.0669167	0.07853055	cop	-0.74099326	0.053447977	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-2.46932	0.16088752	csubj	2.035925	0.16646673	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	1.2043804	0.6078849	dep	1.2584311	0.44622383	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	6.1582804	0.33471352	det	-3.505818	0.080539	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	0.959527	0.08806856	discourse	2.1526034	0.122401655	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.050200734	0.42581972	dislocated	2.3014016	0.4693288	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	2.4823241	0.12346524	expl	-0.21493405	0.064951815	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-4.678203	0.4444471	fixed	-0.057616334	0.9940069	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-4.99684	0.46713284	flat	-4.6668835	0.4718871	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.5464453	0.93914443	goeswith	0.0017245976	1.0144926	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	1.034063	0.06785115	iobj	-0.49029493	0.06830388	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	6.225534	0.33481666	mark	3.5875638	0.10174844	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-2.8575106	-0.04364037	nmod	-2.6220834	0.15319923	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	0.96994424	0.01842968	nsubj	-0.0009566004	-0.055046823	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	1.4476267	0.096693076	nummod	-4.4100966	0.13824226	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.4102828	0.01592468	obj	-0.34307718	0.008260831	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.15606439	0.016964374	obl	-0.30445525	0.031574108	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	1.2718241	0.6651207	orphan	0.60753787	0.9811517	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-1.8320524	0.10547885	parataxis	3.4925485	0.058165114	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.017285626	0.9888721	punct	-0.020163912	1.0070617	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	3.18689	0.30311778	reparandum	1.5610864	0.13451973	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-0.22333902	0.47928193	vocative	1.6671711	0.57816535	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1910000	-3.0605452	0.12508522	xcomp	0.5682281	0.13034308	9357200	Slovenian_2.6	Slovenian	inferRealGrammars.py
10.0	1990000	0.5137605	0.15620701	acl	-0.21899492	0.32540807	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.580932	0.12862545	advcl	-0.096385874	0.12776414	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	1.5940828	0.068322234	advmod	-0.47828117	0.08984297	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	4.210079	0.37144324	amod	-2.4276187	0.25415885	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-3.4358377	0.47190556	appos	0.5633751	0.46685633	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	2.8041246	0.16675657	aux	-2.6881807	0.16704302	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-4.110864	0.3467898	case	-0.1410094	0.43038464	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	3.806146	0.33554393	cc	2.915004	0.3686068	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-3.0601518	0.40628827	ccomp	1.0468752	0.40456218	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	1.1902363	0.16450666	compound	-3.208634	0.46154183	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-5.2507467	0.40634695	conj	2.331671	0.23338279	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.23438631	0.24119294	cop	-0.96747845	0.26398835	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-1.0979744	0.46935803	csubj	-0.024252998	0.5269469	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.44767693	0.95966524	dep	-0.17102629	0.83079284	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	3.1873825	0.25339133	det	-0.4577827	0.2925499	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.80044127	0.20492893	discourse	0.88472897	0.23584262	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.1508884	0.52982706	dislocated	1.1419821	0.6958454	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	1.2987355	0.80758446	expl	1.0459735	0.7715284	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-3.2733254	0.49826264	fixed	-0.6536759	0.66808295	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-2.45849	0.53918064	flat	-0.62868774	0.86053556	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	3.4107702	0.42145273	mark	2.0284698	0.36316234	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	2.5493891	0.18746677	nmod	-0.36422423	0.2044862	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.5398936	0.051907696	nsubj	-0.04101137	0.08852926	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	3.5457184	0.50209653	nummod	-1.1543603	0.43581986	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.3401966	0.07373365	obj	-0.7613072	0.094386004	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.1529963	0.07356483	obl	-0.5236048	0.09782132	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.86488223	0.35232797	orphan	0.63146144	0.65690285	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-1.1454499	0.1917948	parataxis	1.4371002	0.15403539	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.029929057	1.0231081	punct	-0.05435186	1.0047964	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-0.37716594	0.9134475	reparandum	0.004785002	1.0085765	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.39616084	0.26297146	vocative	1.0191494	0.3119521	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	-1.6417043	0.15085523	xcomp	-0.25290498	0.15542334	6919063	Erzya_2.6	Erzya	inferRealGrammars.py
10.0	1990000	0.09675972	0.07086519	acl	-1.5177468	0.07692008	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.8066961	0.09646928	advcl	1.6250923	0.08513486	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	1.1224555	0.026943116	advmod	-0.67420584	0.042912934	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	4.3053074	0.17811501	amod	-3.540496	0.10387436	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-4.484798	0.42993727	appos	-0.6769839	0.27948296	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	2.7387304	0.14659567	aux	-0.7273474	0.058168206	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-1.3400161	0.10460738	case	0.6011097	0.14856969	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	5.7913127	0.37506548	cc	4.3830023	0.22048093	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-3.5723138	0.32498565	ccomp	1.7314326	0.2681553	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.13388458	0.0761426	compound	-0.9458605	0.06294928	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-6.166338	0.36867756	conj	2.3034844	0.0964628	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	0.89039	0.05580603	cop	-0.63889265	0.05653045	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-2.8807745	0.25408578	csubj	0.9400757	0.20567256	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.13212621	0.85709244	dep	-0.05345958	0.93001026	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	3.540514	0.2506744	det	-1.2067481	0.1403451	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	0.30344698	0.31457365	discourse	1.9236737	0.3527351	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-2.9753797	0.5182594	fixed	-0.5674016	0.846097	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-4.8604593	0.40442944	flat	-3.400569	0.44677207	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-3.0113049	0.48969647	goeswith	-0.66366374	0.84518254	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.6977259	0.97094953	list	0.03907521	0.9824728	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	4.919717	0.3219154	mark	2.8714395	0.15638193	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	1.7360771	0.058961466	nmod	-2.108759	0.07188464	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	0.728608	0.03448087	nsubj	0.23447482	0.047949005	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	1.999305	0.09064781	nummod	-1.824161	0.20428711	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.32796282	0.04239632	obj	-0.34063563	0.055298112	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	0.19048461	0.0258618	obl	-0.28041923	0.035154406	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-1.1282556	0.21030132	orphan	1.3976979	0.555702	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-1.3520229	0.12852843	parataxis	2.8516686	0.14847615	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.015140105	0.9812269	punct	0.024807718	0.98687714	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-0.053315554	0.5099421	vocative	1.3164002	0.40645015	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	-1.4729862	0.08129038	xcomp	-0.052743938	0.07496548	1632056	Estonian_2.6	Estonian	inferRealGrammars.py
10.0	1990000	0.2982668	0.20011051	acl	0.06894841	0.40976813	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	0.3765344	0.22601466	advcl	1.4075503	0.28761947	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	1.8758073	0.19891384	advmod	-0.16814154	0.24020395	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	3.7950437	0.36936927	amod	-2.9979472	0.31139505	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-2.010414	0.59483516	appos	0.82052886	0.81219405	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-0.34019238	0.10993259	aux	-2.5055916	0.20629291	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-1.7229844	0.24593773	case	0.71563315	0.44199902	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	3.221686	0.42449817	cc	2.7110977	0.3364515	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-2.0605335	0.46670857	ccomp	0.49451178	0.68542343	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	0.9826702	0.20761645	compound	-2.0656397	0.26767886	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-4.4830565	0.43674296	conj	2.13342	0.23740467	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-2.731481	0.3682682	cop	-1.5182438	0.30652303	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-0.5613821	0.62635565	csubj	0.8129718	0.80579275	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-0.89265585	0.7783218	dep	0.0025576844	1.0253503	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	3.4501567	0.39617175	det	-1.1155337	0.42404726	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	1.947188	0.3718031	discourse	1.101381	0.31843224	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-1.6965281	0.693912	dislocated	0.50151706	0.6666633	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-2.4398372	0.57383424	fixed	-0.0036890863	0.9984475	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-3.2110949	0.50467885	flat	-1.797973	0.6724769	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	-2.0604796	0.6181105	goeswith	-2.8203006	0.68715197	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
10.0	1990000	0.02725561	0.4979517	iobj	-0.48946893	0.5392649	7938085	Armenian_2.6	Armenian	inferRealGrammars.py
