AverageLoss	Counter	DH_Mean_NoPunct	DH_Sigma_NoPunct	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	FileName	Language	Language_	ModelName
10.0	770000	0.9140798	0.8181609	csubj	0.7799679	0.7238767	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	0.46860838	0.0767423	dep	-0.74826694	0.063467756	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	2.921503	0.52881545	det	0.4251279	0.52451676	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-0.12924023	0.62996036	discourse	0.4743206	0.5291597	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	1.1971759	0.7318201	dislocated	1.4984288	0.5692316	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-2.3566878	0.5345449	fixed	-0.0042829337	1.0295969	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	3.4706333	0.46862707	iobj	-0.32377422	0.2558857	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	-4.4724765	0.43543276	mark	-1.9820968	0.092184216	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	5.293592	0.41774255	nmod	1.1713809	0.08917361	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.6597967	0.43452135	nsubj	1.3054779	0.09070509	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.5282927	0.34319344	nummod	-1.4653944	0.09220956	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.254394	0.4470087	obj	-0.5063764	0.16359036	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	4.415583	0.42486283	obl	0.7281601	0.12647462	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
10.0	770000	0.0021111607	1.01529	punct	-0.034474246	1.017255	9065201	Japanese_2.6-500_inferRealGrammars.py	Japanese-500_inferRealGrammars.py	inferRealGrammars.py
